mudac_id,motion_type,filing_party,filed_before_joined,decison,decided_before_joined,proceeding_precentile
841813592981,Motion to Certify Class,Plaintiff,false,,,0.0
377957124941,Motion to Certify Class,Plaintiff,true,,,0.0
678604835713,Motion to Certify Class,Plaintiff,false,,,0.0
738734377680,Motion to Certify Class,Unknown,false,,,0.0
25769805692,Motion to Certify Class,Plaintiff,false,,,0.0
627065227667,Motion to Certify Class,Plaintiff,true,,,0.0
627065227667,Motion to Certify Class,Plaintiff,true,,,0.0
429496734074,Motion to Certify Class,Plaintiff,false,,,0.0
283467841691,Motion to Certify Class,Plaintiff,false,,,0.0
231928235438,Motion to Certify Class,Plaintiff,true,,,0.0
489626273112,Motion to Certify Class,Unknown,false,,,0.0
661424965717,Motion to Certify Class,Plaintiff,true,,,0.0
584115557217,Motion to Certify Class,Plaintiff,false,,,0.0
420906798771,Motion to Certify Class,Unknown,true,,,0.0
420906798771,Motion to Certify Class,Unknown,false,,,0.0
420906798771,Motion to Certify Class,Unknown,true,,,0.0
420906798771,Motion to Certify Class,Unknown,false,,,0.0
498216210733,Motion to Certify Class,Plaintiff,true,,,0.0
498216210733,Motion to Certify Class,Defendant,true,,,0.0
498216210733,Motion to Certify Class,Plaintiff,true,,,0.0
498216210733,Motion to Certify Class,Defendant,false,,,0.0
730144441472,Motion to Certify Class,Defendant,false,,,0.0
128849024128,Motion to Certify Class,Plaintiff,false,,,0.0
566935687869,Motion to Certify Class,Plaintiff,false,,,0.0
541165881545,Motion to Certify Class,Plaintiff,false,,,0.0
541165881545,Motion to Certify Class,Plaintiff,false,,,0.0
68719479767,Motion to Certify Class,Plaintiff,false,,,0.0
429496731587,Motion to Certify Class,Plaintiff,false,,,0.0
523986015052,Motion to Certify Class,Unknown,false,,,0.0
807453853051,Motion to Certify Class,Plaintiff,true,,,0.0
584115555224,Motion to Certify Class,Unknown,false,,,0.0
223338302010,Motion to Certify Class,Plaintiff,true,,,0.0
274877911014,Motion to Certify Class,Plaintiff,true,,,0.0
730144445565,Motion to Certify Class,Plaintiff,true,,,0.0
429496731893,Motion to Certify Class,Plaintiff,false,,,0.0
429496731893,Motion to Certify Class,Unknown,true,,,0.0
429496731893,Motion to Certify Class,Unknown,true,,,0.0
429496731893,Motion to Certify Class,Plaintiff,false,,,0.0
738734380355,Motion to Certify Class,Plaintiff,true,,,0.0
738734380355,Motion to Certify Class,Plaintiff,true,,,0.0
558345752104,Motion to Certify Class,Plaintiff,false,,,0.0
627065227239,Motion to Certify Class,Plaintiff,false,,,0.0
154618827517,Motion to Certify Class,Other,false,,,0.0
549755818425,Motion to Certify Class,Plaintiff,false,,,0.0
549755818425,Motion to Certify Class,Plaintiff,true,,,0.0
773094116359,Motion to Certify Class,Unknown,true,,,0.0
773094116359,Motion to Certify Class,Unknown,true,,,0.0
438086669107,Motion to Certify Class,Plaintiff,false,,,0.0
489626272189,Motion to Certify Class,Plaintiff,true,,,0.0
489626272189,Motion to Certify Class,Plaintiff,true,,,0.0
335007453048,Motion to Certify Class,Plaintiff,false,,,0.0
309237645492,Motion to Certify Class,Plaintiff,false,,,0.0
481036340304,Motion to Certify Class,Plaintiff,true,,,0.0
481036340304,Motion to Certify Class,Plaintiff,true,,,0.0
137438954126,Motion to Certify Class,Defendant,true,,,0.0
137438954126,Motion to Certify Class,Defendant,true,,,0.0
300647713519,Motion to Certify Class,Plaintiff,false,,,0.0
395136993751,Motion to Certify Class,Plaintiff,false,,,0.0
627065227765,Motion to Certify Class,Plaintiff,false,,,0.0
678604835433,Motion to Certify Class,Plaintiff,true,,,0.0
678604835433,Motion to Certify Class,Plaintiff,true,,,0.0
824633720955,Motion to Certify Class,Plaintiff,false,,,0.0
377957122846,Motion to Certify Class,Plaintiff,false,,,0.0
463856472259,Motion to Certify Class,Plaintiff,false,,,0.0
463856472259,Motion to Certify Class,Plaintiff,false,,,0.0
463856472259,Motion to Certify Class,Plaintiff,true,,,0.0
51539612132,Motion to Certify Class,Plaintiff,true,,,0.0
8589935734,Motion to Certify Class,Plaintiff,true,,,0.0
171798696065,Motion to Certify Class,Unknown,false,,,0.0
42949675446,Motion to Certify Class,Unknown,false,,,0.0
515396076811,Motion to Certify Class,Plaintiff,true,,,0.0
343597387032,Motion to Certify Class,Unknown,false,,,0.0
584115552681,Motion to Certify Class,Plaintiff,true,,,0.0
584115552681,Motion to Certify Class,Plaintiff,true,,,0.0
670014902764,Motion to Certify Class,Plaintiff,false,,,0.0
326417516832,Motion to Certify Class,Plaintiff,true,,,0.0
755914249005,Motion to Certify Class,Plaintiff,true,,,0.0
257698040730,Motion to Certify Class,Plaintiff,false,,,0.0
171798694553,Motion to Certify Class,Plaintiff,false,,,0.0
188978562892,Motion to Certify Class,Defendant,false,,,0.0
240518173795,Motion to Certify Class,Plaintiff,true,,,0.0
455266537821,Motion to Certify Class,Plaintiff,false,,,0.0
214748365940,Motion to Certify Class,Unknown,false,,,0.0
781684050745,Motion to Certify Class,Plaintiff,true,,,0.0
197568496774,Motion to Certify Class,Plaintiff,false,,,0.0
498216208321,Motion to Certify Class,Plaintiff,false,,,0.0
498216208321,Motion to Certify Class,Plaintiff,false,,,0.0
403726930532,Motion to Certify Class,Unknown,false,,,0.0
386547061947,Motion to Certify Class,Plaintiff,false,,,0.0
386547061947,Motion to Certify Class,Plaintiff,false,,,0.0
326417518195,Motion to Certify Class,Plaintiff,false,,,0.0
412316864608,Motion to Certify Class,Defendant,false,,,0.0
412316864608,Motion to Certify Class,Plaintiff,false,,,0.0
369367191678,Motion to Certify Class,Plaintiff,false,,,0.0
309237645385,Motion to Certify Class,Plaintiff,true,,,0.0
309237645385,Motion to Certify Class,Plaintiff,false,,,0.0
292057781269,Motion to Certify Class,Plaintiff,false,,,0.0
292057781269,Motion to Certify Class,Plaintiff,false,,,0.0
257698040082,Motion to Certify Class,Plaintiff,true,,,0.0
85899346121,Motion to Certify Class,Unknown,false,,,0.0
85899346121,Motion to Certify Class,Plaintiff,false,,,0.0
85899346121,Motion to Certify Class,Plaintiff,true,,,0.0
94489281654,Motion to Certify Class,Plaintiff,true,,,0.0
94489281654,Motion to Certify Class,Plaintiff,true,,,0.0
188978565501,Motion to Certify Class,Plaintiff,true,,,0.0
395136992231,Motion to Certify Class,Unknown,false,,,0.0
85899351204,Motion to Certify Class,Plaintiff,true,,,0.0
712964575088,Motion to Certify Class,Plaintiff,false,,,0.0
747324311138,Motion to Certify Class,Plaintiff,true,,,0.0
249108105591,Motion to Certify Class,Unknown,true,,,0.0
352187322639,Motion to Certify Class,Plaintiff,true,,,0.0
137438955592,Motion to Certify Class,Defendant,true,,,0.0
180388627690,Motion to Certify Class,Plaintiff,false,,,0.0
850403527763,Motion to Certify Class,Defendant,false,,,0.0
214748368943,Motion to Certify Class,Unknown,false,,,0.0
171798692030,Motion to Certify Class,Plaintiff,false,,,0.0
575525622629,Motion to Certify Class,Plaintiff,false,,,0.0
128849019274,Motion to Certify Class,Plaintiff,false,,,0.0
438086668328,Motion to Certify Class,Plaintiff,true,,,0.0
438086668328,Motion to Certify Class,Plaintiff,false,,,0.0
438086668328,Motion to Certify Class,Plaintiff,true,,,0.0
541165880855,Motion to Certify Class,Unknown,false,,,0.0
506806141344,Motion to Certify Class,Plaintiff,true,,,0.0
506806141344,Motion to Certify Class,Plaintiff,false,,,0.0
481036338103,Motion to Certify Class,Plaintiff,true,,,0.0
77309416156,Motion to Certify Class,Unknown,true,,,0.0
498216208979,Motion to Certify Class,Unknown,false,,,0.0
42949676292,Motion to Certify Class,Defendant,false,,,0.0
369367191527,Motion to Certify Class,Plaintiff,false,,,0.0
249108103868,Motion to Certify Class,Plaintiff,true,,,0.0
627065227510,Motion to Certify Class,Plaintiff,true,,,0.0
532575947907,Motion to Certify Class,Unknown,true,,,0.0
274877911998,Motion to Certify Class,Plaintiff,false,,,0.0
309237649253,Motion to Certify Class,Plaintiff,true,,,0.0
523986010633,Motion to Certify Class,Plaintiff,true,,,0.0
369367187654,Motion to Certify Class,Plaintiff,true,,,0.0
455266534806,Motion to Certify Class,Plaintiff,true,,,0.0
721554508854,Motion to Certify Class,Plaintiff,true,,,0.0
721554508854,Motion to Certify Class,Plaintiff,true,,,0.0
764504183716,Motion to Certify Class,Plaintiff,false,,,0.0
781684049281,Motion to Certify Class,Plaintiff,false,,,0.0
463856469043,Motion to Certify Class,Plaintiff,false,,,0.0
463856469043,Motion to Certify Class,Plaintiff,false,,,0.0
103079216579,Motion to Certify Class,Plaintiff,false,,,0.0
154618825659,Motion to Certify Class,Unknown,true,,,0.0
154618825659,Motion to Certify Class,Other,true,,,0.0
137438958147,Motion to Certify Class,Plaintiff,false,,,0.0
146028891515,Motion to Certify Class,Plaintiff,false,,,0.0
515396079128,Motion to Certify Class,Unknown,false,,,0.0
111669150897,Motion to Certify Class,Plaintiff,false,,,0.0
377957125722,Motion to Certify Class,Unknown,false,,,0.0
678604836466,Motion to Certify Class,Plaintiff,false,,,0.0
678604836466,Motion to Certify Class,Plaintiff,true,,,0.0
678604836466,Motion to Certify Class,Plaintiff,false,,,0.0
678604836466,Motion to Certify Class,Plaintiff,true,,,0.0
678604836466,Motion to Certify Class,Plaintiff,false,,,0.0
678604836466,Motion to Certify Class,Plaintiff,true,,,0.0
712964574773,Motion to Certify Class,Unknown,true,,,0.0
566935687262,Motion to Certify Class,Plaintiff,false,,,0.0
566935687262,Motion to Certify Class,Plaintiff,false,,,0.0
704374637982,Motion to Certify Class,Defendant,false,,,0.0
300647715455,Motion to Certify Class,Plaintiff,false,,,0.0
300647715455,Motion to Certify Class,Plaintiff,false,,,0.0
137438956322,Motion to Certify Class,Plaintiff,false,,,0.0
549755818350,Motion to Certify Class,Plaintiff,true,,,0.0
395136995114,Motion to Certify Class,Plaintiff,true,,,0.0
111669151233,Motion to Certify Class,Plaintiff,false,,,0.0
747324311050,Motion to Certify Class,Plaintiff,false,,,0.0
644245096458,Motion to Certify Class,Plaintiff,false,,,0.0
137438956179,Motion to Certify Class,Plaintiff,true,,,0.0
395136994007,Motion to Certify Class,Plaintiff,true,,,0.0
395136994007,Motion to Certify Class,Plaintiff,true,,,0.0
188978561352,Motion to Certify Class,Plaintiff,false,,,0.0
188978561352,Motion to Certify Class,Plaintiff,false,,,0.0
498216207078,Motion to Certify Class,Plaintiff,false,,,0.0
498216207078,Motion to Certify Class,Plaintiff,true,,,0.0
498216207078,Motion to Certify Class,Plaintiff,false,,,0.0
472446407275,Motion to Certify Class,Plaintiff,true,,,0.0
472446407275,Motion to Certify Class,Plaintiff,false,,,0.0
515396078051,Motion to Certify Class,Unknown,false,,,0.0
515396078051,Motion to Certify Class,Unknown,true,,,0.0
635655162862,Motion to Certify Class,Unknown,true,,,0.0
635655162862,Motion to Certify Class,Plaintiff,true,,,0.0
635655162862,Motion to Certify Class,Plaintiff,false,,,0.0
652835033648,Motion to Certify Class,Plaintiff,false,,,0.0
25769806322,Motion to Certify Class,Plaintiff,false,,,0.0
25769806322,Motion to Certify Class,Plaintiff,false,,,0.0
635655164719,Motion to Certify Class,Plaintiff,false,,,0.0
635655164719,Motion to Certify Class,Plaintiff,false,,,0.0
42949675551,Motion to Certify Class,Plaintiff,false,,,0.0
738734375426,Motion to Certify Class,Plaintiff,false,,,0.0
